activity	time	p	p_peak	p_smooth
Playing billiards	435.0	1.1073617924814487e-6	0.001350819309133135	0.005204375912452225
Fishing	435.0	7.315905850726319e-4	0.4376982755282264	0.43784677299111713
Dancing	435.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	435.0	5.437640807133275e-5	0.05625070001004967	0.05300103817979495
Vehicle touring/racing	435.0	2.69453078245352e-5	0.06718290816857542	0.0685362466304303
Softball	435.0	4.862284651965484e-5	0.08165133601127074	0.07580612574361918
Playing soccer	435.0	3.283972885556369e-5	0.04079485898852909	0.03510484428248198
Doing aerobics	435.0	1.8613416707163579e-4	0.30430896882316283	0.2974439359271661
Hunting	435.0	9.252530708290317e-4	0.8513308635015268	0.8527186307758856
Participating in martial arts	435.0	8.12197467322706e-6	0.0266560425545697	0.028514484583944833
Bowling	435.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	435.0	2.03263268393618e-5	0.06383448564153145	0.05910577230735694
Golfing	435.0	4.3606644617550494e-4	0.18597590269376205	0.18829293373301237
Playing volleyball	435.0	1.292919292311909e-5	0.027224313715552485	0.02722431371555249
Boating	435.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	435.0	2.0796960295838886e-5	0.04454737816856901	0.035668065683656776
Running	440.0	0.0012520876971115048	0.8542803940547726	0.8472029803180625
Playing racquet sports	440.0	8.966655764019443e-5	0.18682235365866343	0.1830292141508586
Weightlifting/strength training	440.0	7.444168892028545e-4	0.46516017464397785	0.471316126325936
Hiking	440.0	7.175775370647277e-5	0.1418536325417144	0.16949446435978943
Biking	440.0	3.141369550372176e-4	0.3785733701209249	0.3778485887784382
Walking	440.0	0.003182404112497453	0.6883053165106572	0.6808001254070958
Using cardiovascular equipment	440.0	8.766049968945309e-4	0.6577254191664853	0.6648730699417399
Participating in water sports	440.0	4.3250705344094313e-4	0.13500622136604248	0.14044873625514906
Playing basketball	440.0	5.0207430982742545e-5	0.02402432684738656	0.02722619853692416
Working out, unspecified	440.0	0.002552389526155052	0.7341797727053672	0.7298647345420332
Skiing, ice skating, snowboarding	440.0	3.288319889012636e-5	0.06809693268986089	0.06434690940534933
Doing yoga	440.0	2.091151811398089e-4	0.48982110141357327	0.5040360024207718
Playing billiards	440.0	1.0584457623496637e-5	0.012911489119090404	0.009057932515771314
Fishing	440.0	7.540916500501295e-4	0.45116028220129134	0.45231378313849374
Dancing	440.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	440.0	4.8731070566500666e-5	0.050410774246229195	0.05544378517312923
Vehicle touring/racing	440.0	2.8573673837835582e-5	0.07124292355414008	0.0698895850922852
Softball	440.0	3.818049092807328e-5	0.06411570520831605	0.06996091547596761
Playing soccer	440.0	2.9453003541989707e-5	0.036587729806440074	0.03799010620046975
Doing aerobics	440.0	1.7523044451727858e-4	0.28648257714530767	0.2979357455582747
Hunting	440.0	9.320690130683486e-4	0.8576022525680608	0.8555117895458828
Participating in martial arts	440.0	1.6012509891171994e-5	0.052552508747846026	0.04392035335008725
Bowling	440.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	440.0	2.03263268393618e-5	0.06383448564153145	0.06580602848650614
Golfing	440.0	5.016718228325355e-4	0.2139556274636081	0.2060394012310438
Playing volleyball	440.0	1.292919292311909e-5	0.027224313715552485	0.02722431371555249
Boating	440.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	440.0	8.361029150511178e-6	0.017909440713832298	0.026788753198744537
Running	445.0	0.0012026834219201568	0.8205726084293568	0.8801581459546801
Playing racquet sports	445.0	9.529554715471802e-5	0.1985504839393315	0.21048064431447014
Weightlifting/strength training	445.0	6.996019275029773e-4	0.4371568666678507	0.45844202599436606
Hiking	445.0	1.1032798932308769e-4	0.21810083577200598	0.20990514114644043
Biking	445.0	3.28423614699343e-4	0.3957905386499211	0.4175654340668428
Walking	445.0	0.0030757209177049976	0.6652313738050079	0.7311881836728334
Using cardiovascular equipment	445.0	8.748986850148033e-4	0.6564451564480449	0.7054489528983358
Participating in water sports	445.0	4.55735770713855e-4	0.14225701952354391	0.14660709339252584
Playing basketball	445.0	6.670459779969491e-5	0.03191824453862537	0.03472800182264177
Working out, unspecified	445.0	0.0024395368104222982	0.7017183555365429	0.7467034734836195
Skiing, ice skating, snowboarding	445.0	3.288319889012636e-5	0.06809693268986089	0.07071917271685989
Doing yoga	445.0	2.0408970010787534e-4	0.4780496621484873	0.546300868170536
Playing billiards	445.0	1.0584457623496637e-5	0.012911489119090404	0.012911489119090404
Fishing	445.0	7.823767708901592e-4	0.4680827916859635	0.46746803673503573
Dancing	445.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	445.0	5.7681661073570565e-5	0.05966988126310883	0.05587404679864772
Vehicle touring/racing	445.0	2.8573673837835582e-5	0.07124292355414008	0.0755928653896612
Softball	445.0	3.818049092807328e-5	0.06411570520831605	0.06411570520831605
Playing soccer	445.0	2.9453003541989707e-5	0.036587729806440074	0.04266628775280795
Doing aerobics	445.0	1.853431182701653e-4	0.3030156907063535	0.313482369638961
Hunting	445.0	9.320690130683486e-4	0.8576022525680608	0.8585970666952741
Participating in martial arts	445.0	1.6012509891171994e-5	0.052552508747846026	0.05734770328262711
Bowling	445.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	445.0	2.2209676748522263e-5	0.06974911417645556	0.06580602848650614
Golfing	445.0	5.115925555595424e-4	0.2181866735357613	0.23195398950884352
Playing volleyball	445.0	1.292919292311909e-5	0.027224313715552485	0.03147032130598367
Boating	445.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	445.0	8.361029150511178e-6	0.017909440713832298	0.017909440713832298
Running	450.0	0.0014152762110900324	0.965621435379911	0.8676501617830676
Playing racquet sports	450.0	1.1810240203681874e-4	0.24606909534541554	0.22222522207280682
Weightlifting/strength training	450.0	7.569777784892407e-4	0.47300903667126976	0.4504753682818146
Hiking	450.0	1.3646065899534403e-4	0.26976095512560094	0.2551691495216916
Biking	450.0	3.9691614209332206e-4	0.47833239342968237	0.4490103319831853
Walking	450.0	0.003883898692030152	0.8400278607028355	0.7499723127851641
Using cardiovascular equipment	450.0	0.0010691265954564453	0.802176283080477	0.7118564482639463
Participating in water sports	450.0	5.207722864486466e-4	0.16255803928799104	0.1529956783200725
Playing basketball	450.0	1.0081774559438577e-4	0.04824143408191338	0.0396037640624832
Working out, unspecified	450.0	0.0027958588723786836	0.8042122922089483	0.7320608633043847
Skiing, ice skating, snowboarding	450.0	3.668194445498922e-5	0.07596365277085786	0.07583838585427495
Doing yoga	450.0	2.864779499408794e-4	0.6710318409495476	0.5131595924258033
Playing billiards	450.0	1.0584457623496637e-5	0.012911489119090404	0.014304287218443956
Fishing	450.0	8.075792960744297e-4	0.48316103631785245	0.4803374057782402
Dancing	450.0	4.505474538703494e-6	0.006043833868990368	0.004890930504424434
Playing football	450.0	5.5624183568657164e-5	0.05754148488660516	0.05825095034543972
Vehicle touring/racing	450.0	3.3807617632714284e-5	0.08429274906070344	0.07009726406255957
Softball	450.0	3.818049092807328e-5	0.06411570520831605	0.06411570520831605
Playing soccer	450.0	4.4132661695558715e-5	0.054823403645543695	0.05615055015515641
Doing aerobics	450.0	2.1466199458087997e-4	0.35094884106522184	0.31016770094303153
Hunting	450.0	9.353125986080141e-4	0.8605866949497005	0.8590251484666487
Participating in martial arts	450.0	2.039573164867314e-5	0.06693809235218927	0.06214289781740819
Bowling	450.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	450.0	2.03263268393618e-5	0.06383448564153145	0.06580602848650614
Golfing	450.0	6.183559081550418e-4	0.26371966752716125	0.25314983077091635
Playing volleyball	450.0	1.897865134436313e-5	0.03996233648684605	0.039215953404642456
Boating	450.0	3.579253392889929e-5	0.0531425722268587	0.056936478524519
Playing baseball	450.0	8.361029150511178e-6	0.017909440713832298	0.017909440713832298
Running	455.0	0.0011970902049323598	0.8167564415399352	0.8542689614694382
Playing racquet sports	455.0	1.0657720839323624e-4	0.22205608693367343	0.2294271049840482
Weightlifting/strength training	455.0	7.061686800375242e-4	0.4412602015063235	0.45238844087120694
Hiking	455.0	1.404491965668561e-4	0.27764565766746796	0.2750174234868456
Biking	455.0	3.9241507966923325e-4	0.4729080638699524	0.4783351531659852
Walking	455.0	0.003442951379689038	0.7446577038476486	0.7825394683606047
Using cardiovascular equipment	455.0	9.022243919706291e-4	0.6769479052633172	0.7267881593387951
Participating in water sports	455.0	4.939066248394824e-4	0.15417197614868255	0.15727515686197097
Playing basketball	455.0	8.077638274153837e-5	0.03865161356691086	0.042646984242144144
Working out, unspecified	455.0	0.002399673612778689	0.6902519421676627	0.7292556339065253
Skiing, ice skating, snowboarding	455.0	4.029922030735673e-5	0.08345457210210612	0.08095759899169003
Doing yoga	455.0	1.6666900725776976e-4	0.3903972741793749	0.4777722553530594
Playing billiards	455.0	1.4009781919877922e-5	0.017089883417151057	0.015697085317797507
Fishing	455.0	8.186231532858082e-4	0.4897683893309047	0.4903652554754541
Dancing	455.0	1.9271226842844034e-6	0.002585123775292566	0.0037380271398585
Playing football	455.0	5.5624183568657164e-5	0.05754148488660516	0.06165664356077389
Vehicle touring/racing	455.0	2.19612478439453e-5	0.05475611957283522	0.06460166273545796
Softball	455.0	3.818049092807328e-5	0.06411570520831605	0.06411570520831605
Playing soccer	455.0	6.201736572558565e-5	0.07704051701348545	0.06919878154272342
Doing aerobics	455.0	1.6914807600325248e-4	0.2765385710575194	0.30064048237832197
Hunting	455.0	9.334647711355513e-4	0.8588864978821846	0.8635714169074425
Participating in martial arts	455.0	2.039573164867314e-5	0.06693809235218927	0.06971707905467918
Bowling	455.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	455.0	2.03263268393618e-5	0.06383448564153145	0.061075215231379605
Golfing	455.0	6.507684806087621e-4	0.2775431512498266	0.2821410540663219
Playing volleyball	455.0	2.3964707657639657e-5	0.05046121001152885	0.04989972187016279
Boating	455.0	4.3458338246898037e-5	0.06452429111983962	0.06516014852131534
Playing baseball	455.0	8.361029150511178e-6	0.017909440713832298	0.022373580471009836
Running	460.0	0.0011438464063388094	0.7804290074884683	0.786802406986884
Playing racquet sports	460.0	1.0566531345728722e-4	0.2201561326730557	0.2285607584143793
Weightlifting/strength training	460.0	7.087866575601323e-4	0.4428960844360276	0.4382895492623676
Hiking	460.0	1.404491965668561e-4	0.27764565766746796	0.28153692852927475
Biking	460.0	4.0142407453437953e-4	0.48376500219832086	0.48287882510361496
Walking	460.0	0.0035274471241552217	0.7629328405313298	0.767991721525089
Using cardiovascular equipment	460.0	9.346008593217599e-4	0.7012402896725913	0.6923411070301627
Participating in water sports	460.0	4.968650898450503e-4	0.15509545514923934	0.15528995861124853
Playing basketball	460.0	8.578429165828525e-5	0.0410479050776082	0.04269849513426723
Working out, unspecified	460.0	0.0024102795151395317	0.6933026673429649	0.7098870088475556
Skiing, ice skating, snowboarding	460.0	4.029922030735673e-5	0.08345457210210612	0.08345457210210612
Doing yoga	460.0	1.587668503123076e-4	0.3718876509302556	0.40416345965075
Playing billiards	460.0	1.4009781919877922e-5	0.017089883417151057	0.017089883417151057
Fishing	460.0	8.326599054409052e-4	0.49816634077760513	0.5002246742083848
Dancing	460.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	460.0	6.755830424475037e-5	0.06988696090911135	0.06577180223494263
Vehicle touring/racing	460.0	2.19612478439453e-5	0.05475611957283522	0.0557618345139022
Softball	460.0	3.818049092807328e-5	0.06411570520831605	0.07050122903012028
Playing soccer	460.0	6.096435507769507e-5	0.07573242396914115	0.07616845498392259
Doing aerobics	460.0	1.6786081172912327e-4	0.2744340350122247	0.27676326963789805
Hunting	460.0	9.468920942556906e-4	0.8712410578904426	0.8725585527372021
Participating in martial arts	460.0	2.2935965395147466e-5	0.07527505245965903	0.07534022005993864
Bowling	460.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	460.0	1.7690486746129996e-5	0.05555667441107593	0.05831594482122777
Golfing	460.0	7.155238100327386e-4	0.3051603434219778	0.3066877381036656
Playing volleyball	460.0	2.8150789149187095e-5	0.05927561911211348	0.05633748274525194
Boating	460.0	5.240892875396794e-5	0.07781358221724771	0.07555315327675084
Playing baseball	460.0	1.4613285137414716e-5	0.03130185998536492	0.030481763429279874
Running	465.0	0.001118626387137642	0.7632217719322487	0.7651357213473665
Playing racquet sports	465.0	1.1685497666553475e-4	0.2434700556364088	0.2658817398650635
Weightlifting/strength training	465.0	6.892884946375436e-4	0.4307123618447518	0.44033874766678704
Hiking	465.0	1.463544846677708e-4	0.2893194702528883	0.2838391955819308
Biking	465.0	4.0822704280500557e-4	0.49196340924257165	0.4857258514179886
Walking	465.0	0.003682112617247451	0.7963846201962886	0.7726941316186703
Using cardiovascular equipment	465.0	9.313952992251022e-4	0.6988351261545795	0.687723825248387
Participating in water sports	465.0	5.016928935755998e-4	0.15660244453582367	0.15523366362497973
Playing basketball	465.0	1.0114069694002283e-4	0.04839596675828264	0.04595494206759338
Working out, unspecified	465.0	0.002593852725215143	0.7461064170320394	0.7172100695387691
Skiing, ice skating, snowboarding	465.0	4.029922030735673e-5	0.08345457210210612	0.08476472263431689
Doing yoga	465.0	1.922024076928027e-4	0.4502054538426196	0.4580133416370383
Playing billiards	465.0	1.4009781919877922e-5	0.017089883417151057	0.017089883417151057
Fishing	465.0	8.570178590474908e-4	0.5127392925166445	0.5134824928143599
Dancing	465.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	465.0	6.755830424475037e-5	0.06988696090911135	0.07860141457205688
Vehicle touring/racing	465.0	2.3171345742779318e-5	0.05777326439603615	0.05676754945496918
Softball	465.0	4.9588106280221196e-5	0.08327227667372872	0.07227676617146898
Playing soccer	465.0	6.096435507769507e-5	0.07573242396914115	0.0796203671842756
Doing aerobics	465.0	1.7084765888168745e-4	0.27931720284395006	0.26956628468015126
Hunting	465.0	9.646151014806629e-4	0.8875481024389793	0.8837784509270218
Participating in martial arts	465.0	2.553576795397296e-5	0.08380751536796761	0.0771992975991745
Bowling	465.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	465.0	1.7690486746129996e-5	0.05555667441107593	0.04722775591811509
Golfing	465.0	7.910232019041125e-4	0.3373597196391924	0.3350862688825098
Playing volleyball	465.0	2.8150789149187095e-5	0.05927561911211348	0.05927561911211348
Boating	465.0	5.6792193509403875e-5	0.0843215864931652	0.09102578326615518
Playing baseball	465.0	1.971695396497189e-5	0.042233989588642405	0.038589946387549916
Running	470.0	0.0011018219860364812	0.7517563846213824	0.754836465324282
Playing racquet sports	470.0	1.603145241196601e-4	0.33401903128572613	0.3106007867763201
Weightlifting/strength training	470.0	7.160069550107304e-4	0.44740779671958175	0.44729595858238164
Hiking	470.0	1.4394305518374646e-4	0.2845524588254363	0.2945258221172309
Biking	470.0	3.9950239416012694e-4	0.4814491428130732	0.4925835243515712
Walking	470.0	0.0035081766606573465	0.7587649341283925	0.770908990045017
Using cardiovascular equipment	470.0	8.837628934606403e-4	0.6630960599179903	0.6680474543160745
Participating in water sports	470.0	4.933655835810518e-4	0.15400309118987618	0.15253386888076173
Playing basketball	470.0	1.0119291749306946e-4	0.04842095436688931	0.04841262516402042
Working out, unspecified	470.0	0.002476049879610895	0.7122211242413032	0.7186927367736539
Skiing, ice skating, snowboarding	470.0	4.2197188636836534e-5	0.0873850236987384	0.08607487316652764
